equinox --,the dog lies down,between us,
equinox --,roadkill,on the double yellow line,
summer rain --,a long pair of legs,beneath a big umbrella,
Canyon Road --,an antique chair,among weeds,
heat wave --,nobody answered,my question,
overcast --,shoppers flock,to the Mall,
cricket song --,my granddaughter's,tiny fingers,
summer dusk --,a hornet's nest,in the butterfly house,
heat wave --,sweat clings to the neck,of my beer bottle,
thunderclouds --,my son can't find,his report card,
starless night --,I'll bet the &quot;American Idol&quot;,doesn't have to walk the dog,
winter sun --,I make two copies,of my offer letter,
northerly wind --,the flagpole,whistles,
waiting room --,a new feature,on my cell phone,
first day of summer --,wisteria,climbing the walls,
cinco de mayo --,my potted catcus,flowers,
Father's Day --,I open up a card,from my dog,
Father's Day --,a mosquito,bites me twice,
Father's Day --,a bead of sweat,falls from my beer,
January --,the health club crowded,with resolutions,
Ides of March --,the persistent whining,of my hard drive,
Ides of March --,a hitchhiker,standing in the snow,
Ides of March --,charred remains,of a house on the Rez,
staring at the screen,I miss her resigned,&quot;I love you&quot;,
lunch,with,my,sons --,a,wish-,filled,sandwich,
April showers --,let me help you out,of that wet dress,
Monday afternoon --,my daughter is wearing,another child's shoes,
moonless night --,a stray dog,barks at nothing,
false spring --,a ladybug,in my salad,
harvest moon --,the newlyweds,embrace,
Park Street station --,waiting for the train,to drown out the Christmas music,
was it something I said?,the sun retreats,behind rain clouds,
stiff March wind --,remembering Grandpa,died at my age,
remembering Grandpa,died at my age --,stiff March wind,
writer's block --,the old neighborhood bar,is closed,
spring snow --,finches build a nest,in a dried-out wreath,
open mic --,my words shake,in my hands,
writer's block --,a kite,caught in a tree,
missing the train --,ice clings,to the wooden handrail,
sunset --,somewhere behind,the clouds,
Oktoberfest --,the barmaid's,tattooed biceps,
the artist's backyard --,dried paint,on a broken saw horse,
Valentine's Day --,the world's greatest lover,gets to walk the dog,
snowless winter --,the dog lies down,between us,
sleepless night --,a broken-down snow plow,at the end of the road,
snow in the air --,a single shade of gray,above the streetlights,
examination room --,reading my x-ray,through the closed folder,
examination room --,a big black spot,on the pale gray carpet,
examination room --,a black spot,on the gray carpet,
winter thaw --,the snowman's,muddy cheeks,
cloudless sky --,nobody notices,my bad hair day,
crescent moon --,did that woman really,wink at me?,
summer slump --,a called strike three,draws faint applause,
heat wave --,a bead of sweat,clings to her collar bone,
January --,the broken-down snow plow,of my dreams,
darker and sadder,than a cold winter night --,her eyes,
waiting room --,a clear plastic cup,with my name on it,
wedding reception --,the back door reads,&quot;this is not an exit&quot;,
windless night --,a walk-off grand slam,in the twelfth inning,
fourth of July --,flags for sale,in a North End alley,
downtown Brockton ::,pigeon droppings,on the Town Hall scaffolding,
Christmas Eve --,a child dreams,of Christmas Eve,
was it something I said?,a cardinal retreats,to the back of the tree,
seaside cafe --,the busboy chases sparrows,from his tray,
Back Bay station --,a well-dressed man,shouts at his cell phone,
December,too many and not enough,days until Christmas,
june --,a cell phone plays,&quot;here comes the bride&quot;,
October wind --,chasing,the last train,
October wind --,I run,for the train,
crossroads --,a deal I didn't make,with the devil,
morning rush hour --,a red crescent moon,hangs over my head,
May fog --,the echoes,of my footsteps,
passing the pumpkin patch,my daughter rubs,her pregnant belly,
May 2nd --,the janitor sweeps up,May Day confetti,
Palm Sunday --,a homeless man,gives me directions,
Day of the Dead --,a pumpkin,the size of my hangover,
Day of the Dead --,the glow of a cigarette butt,at my feet,
Day of the Dead --,the NASDAQ down,by 32 points,
crowded train--,face to face,with a dozen roses,
spring snow --,the poet hunkers down,at the end of the bar,
October dog walk --,the search,for my other glove,
may showers --,where did I,go wrong?,
last day on the job --,the bitter aftertaste,of afternoon coffee,
war headlines --,a leaf falls,to the ground,
first day of Spring --,cigarette butts emerge,from the snow pile,
fourth of July --,the Fife and Drum Corps,on cigarette break,
June showers --,nobody notices,that I'm late for work,
waiting room --,the receptionist,is not amused,
waiting room --,so many smiling faces,on the magazine rack,
March sunshine --,the girl at the coffee shop,calls me &quot;hon&quot;,
All Souls' Day --,a sudden craving,for fried chicken,
Veteran's Day --,a frightened dog,at the animal shelter,
thrown out at home --,blues,for Red Sox Nation,
farmers market --,an old dog,transfixed by plums,
sidewalk ice --,a dance step I remember,from Junior High School,
dog day afternoon --,my dog might call it,something else,
september --,the weeds in our garden,start to turn brown,
August --,her sundress,so hot,
daylight savings --,I'd love to have,that hour back,
the trainyard at dawn --,new graffiti,on an old caboose,
Presidents' Day --,bombs kill 17,in Iraq,
Positively 4th Street --,no one on this train,has ever heard of Dylan,
twilight --,my teenaged son's,peach fuzz,
winter overcast --,my sons argue over,who will talk to me first,
uptown blues --,the shine,of an old steel guitar,
Halloween --,the conductor asks Satan,for a ticket,
Halloween --,Snow White,serves me chili,
Halloween --,Superman,hails a cab,
late August --,pale brown patches,on the lawn,
morning thunder --,all the blankets,on her side of the bed,
morning thunder --,a light,in the hallway,
morning thunder --,another phone call,not returned,
March sunshine --,a fly at the bottom,of an empty wine bottle,
overworked --,I microwave,yesterday's coffee,
basking in the blue light,a loyal fan taps her foot,
year of the dog --,a rawhide chew toy,under my pillow,
first day of Spring --,cigarette butts at the bottom,of the snow pile,
March sunshine --,men with radar guns,behind home plate,
new moon --,my eyes adjust,to a stronger prescription,
twilight --,I direct a stranger,to the wrong train,
Ash Wednesday --,on second thought,make it a dark roast,
Ash Wednesday --,the receptionist stares at me,with her third eye,
moving day --,my married daughter's,baby photo,
first date --,the Red Sox,blow a two run lead,
winter nor'easter --,how I long,for tropical clouds,
Indian Summer --,the traffic cop,startled by a mouse,
late November --,game after game,of solitaire,
tropical storm --,my Hawaiian shirt,in the rag pile,
summer night --,a throbbing bass,on Bushwich Ave,
winter overcast --,the dog shivers,for no apparent reason,
summer sky --,the shooting star,I wish I'd seen,
good morning blues --,too drunk,to be,hungover,
State of the Union --,what a great name,for an adult film!,
Independence Day --,the kids take a vacation,from us,
August --,the habaneros,ripen,
crowded bus --,a scowl,from a devil tattoo,
Sunday afternoon --,a child's sandal,rides the escalator,
after the argument --,full moon,through a dirty window,
a murder of crows --,high-tension wires criss-cross,in the purple sky,
restless night --,the landfill's,thickening stench,
Orange Line --,I pretend to read,yesterday's news,
changes in Congress --,the dog chases a crow,from the compost pile,
April Fool's Day --,the mockingbird,calls my name,
winter overcast --,my ex-wife's photo,in an old book,
red light --,the dog sniffs a crack,in the sidewalk,
summer night --,my haiku notebook,pale and starless,
airport bar --,a pilot orders,one for the road,
sunrise --,my newborn daughter's,smile,
filing my taxes ::,dandelion seeds,in the air,
interrupting my hangover --,the snores of a stranger,lying next to me,
april snow --,I grip the steering wheel,a little too tight,
finally spring --,the scent of her hair,
sun mixed with clouds --,testing the new pager,
my mother's birthday --,I am also,another year older,
summer haze --,no one notices,I've shaved my beard,
mid-term elections --,the possum kicks a skunk,out of its nest,
standing room only --,I read headlines,from three different papers,
bad hair day --,I remember,an important meeting,
mardi gras --,a portable TV,in the 9th Ward,
mardi gras --,the second day,of my diet,
mardi gras --,the neighborhood stray,answers to &quot;Katrina&quot;,
moonless night --,a stray cat howls,for its lover,
spring cleaning --,our next-door neighbor,is smoking again,
summer night --,a bass beat,cruises by,
cold March day --,my 14 year-old son,and a broken PC,
cleaning out the attic,an old photograph,of a younger me,
mosquito --,the dog twitches,in its sleep,
mosquito --,the bat boy keeps,a foul ball,
mosquito --,the Dow,opens flat,
mosquito --,the weed whacker,runs out of gas,
hot summer night --,another haiku about,hot summer nights,
June swoon --,the rookie's curveball,doesn't,
pay day --,the screeching tires,of an ambulence,
Monday morning --,looking for a break,in the overcast,
Monday morning --,a former co-worker,doesn't recognize me,
too hot to sleep,too hot to kill,the mosquito,
new moon --,my pillow smells,like a dog,
Santa Fe sun --,the ristra,on an adobe wall,
passing the pumpkin patch,my daughter rubs,her pregnant belly,
autumn rain --,I put away,my Red Sox cap,
Hell's Kitchen --,a tourist asks for directions,to the nearest restaurant,
Labor Day...,I sleep,'til noon,
waiting room --,staring at,my unmatched socks,
summer dusk --,the dog slowly,wags its tail,
May Day!  May Day!,terrorists land,at Plymouth Rock,
May Day!  May Day!,who's going to wash,our dirty dishes?,
signs of spring --,fresh graffiti,on a downtown train,
threat of snow --,when will I see,my sons again?,
cicadas --,my unborn grandchild's,heartbeat,
first day on the job --,my new phone number,doesn't spell anything,
June swoon --,a songbird serenades,my hangover,
running for the train --,a meeting,I'd rather miss,
New England fog --,the dog sniffs,everything,
January --,cleaning off the dipstick,with a Santa cap,
autumn sun --,the pink flamingo,a little paler,
first day on the job --,a blackbird,with a chesnut in its beak,
first day on the job --,a mouse scrambles,between shadows,
first day on the job --,a sunflower sprouts,from a rusty caboose,
January --,a brown Christmas tree,on the side of the road,
first snowfall --,everyone calls me,&quot;Grandpa&quot;,
end of December --,another year's worth of dust,on my guitar case,
Freedom Trail --,a stray dog sniffs,a black plastic trash bag,
>Freedom Trail --,a stray dog sniffs,a paper bag,
the Cabo sun,never too hot,for the iguana,
cricket song --,my granddaughter's,tiny fingers,
holiday traffic --,I don't care about,your honor student,
November fog --,an unpaid bill,in the recycle bin,
dirty snow --,my ex-wife's voice,on the answering machine,
voice from the past --,mockingbirds,on a high-tension wire,
a passing freight train . . .,I suddenly remember,my mother's birthday,
balmy night --,gypsy moths,under the streetlight,
cool autumn night --,gently covering,the chile peppers,
Saturday night --,wondering why,my son is on-line,
a trumpet plays Taps --,my son the Marine informs me,his Liberty is over,
broken clouds --,a mockingbird cries,&quot;uh-oh!&quot;,
hard frost --,my final paycheck,from the old job,
morning commute --,a middle-aged woman,keeps stepping on my shadow,
first full moon --,a midnight conversation,with my son,
suddenly autumn --,my daughter's,miscarriage,
lunar eclipse --,she's forgotten,my name,
cold snap --,my mother forgets the date,of my next visit,
cold snap --,my mother forgets my wife,is a vegetarian,
sweet sixteen --,the dogwood,blossoms,
hot summer night --,I rescue a fly,from a spider web,
back to school,another deep plunge,in the Dow,
back to school,she's already learned,that walk,
approaching autumn --,I sleep on her side,of the bed,
August night --,a tree full,of finches,
April Fool,wearing a light jacket,in Boston,
August --,the dog's breath,against my leg,
alone on the shelf,a Father's Day card,from the dog,
blue moon --,our neighbor's lawn,goes to seed,
throbbing headache the conductor punches my ticket twice,
late train --,all the highlighted passages,in his bible,
black ice --,a dream,about an old lover,
train running late --,a dog treat,in my coat pocket,
Monday commute --,the realization that yesterday,wasn't Mother's Day,
first snow --,my daughter hides,her &quot;Shape&quot; magazine,
freezing rain --,our unpaid,electric bill,
daylight savings time --,a pair,of unmatched socks,
deep winter --,a stray dog sniffs,an empty coffee cup,
ten above zero --,my boss interviews a candidate,for my position,
dense fog --,humming along,with the on-hold music,
broken clouds --,our dog sniffs,the front door,
starless night --,the dog sniffs a bald spot,on the front lawn,
dusk --,a hearse pulls up,to the gas pump,
November night --,the steam rising,from a dead cat,
restless night --,the ice dam,drips,
sultry night --,a man in a do-rag,shouts &quot;beautiful dog&quot;,
dog days --,I keep killing,the invisible mosquito,
Halloween commute --,Elvis asks,for spare change,
disabled train,between stations,-- dusk,
ice dam --,words,fail me,
pay day --,an abandoned hat,covered with snow,
pay day --,is that a stray dog,or a coyote?,
unseasonably mild --,her tears,at the airport,
waiting for the train,the pregnant woman,is also not here,
home alone,I sleep,on her side,of the bed,
crowded train --,one month,to my daughter's wedding,
Ground Hog Day --,a head pops up,above my cubicle wall,
cold rain --,the sad girl,at the end of the bar,
cold drizzle --,my ex-wife's voice,on the answering machine,
morning commute --,no need to run,it's the MBTA,
dirty snow --,I delete an email,from an old girlfriend,
black ice --,I turn off,my favorite song,
afternoon meeting --,a beautiful day,outside,
a break in the clouds --,she loosens another button,on her blouse,
too cold to snow,she won't return,my call,
late night dog walk --,a silhouette undressing,before the moon,
restless morning --,the dog barks,at a garbage truck,
pay day --,the dog brings us,a dead ground hog,
taxes due,I spill my wine,on a linen tablecloth,
quiet Thanksgiving --,a cat crawls out,of the dumpster,
first snow --,whose turn is it,to walk the dog?,
pink sky --,a telephone recording,asks for money,
express train --,the conductor lights a cigarette,between cars,
snow changes to rain --,the phone rings,after midnight,
break in the clouds --,a pretty woman recognizes,my ring tone,
milky way --,so much deeper,than my sigh,
red bikini --,I'm all out,of sunscreen,
Monday --,I take one step backward,into dog shit,
shortest night --,I sleep on,her side of the bed,
New England fog --,the buoy's,rusty bell,
summer gridlock --,a throbbing bass line,a few cars back,
last day of August --,choosing a bright-colored shirt,in the dark,
last day of August --,(once again) I catch myself,sighing,
Friday rain --,was it something,I said?,
May rain another beer too many,
cold front --,the ex-wife shouts,my son's next sentence,
thursday --,the same tired faces,on the same platform,
snowmelt --,the neighbors' trash,in our yard,
December --,the crunch of road salt,in an empty pub,
moon almost full,a letter to my son,in Boot Camp,
hazy heat --,a slithering snake,tattooed to her ankle,
full moon --,broken glass,on the bike path,
Friday night --,a limo pulls up,to the Hard Rock Cafe,
crowded train --,I know the answer,to 36 across,
Times Square --,the off-duty cabbie,reads his Bible,
an uninvited guest,rattles the shutters --,November wind,
November wind --,an uninvited guest,rattles the shutters,
crowded train --,the conductor's,tired apology,
September gridlock --,all the dead bugs,on my windshield,
cloudless night --,I can't believe,I'm giving her away,
freshly fallen leaves --,a two-hour meeting,I can't avoid,
was it something I said?,walking the dog,in the rain,
March (commute) --,a broken umbrella,crosses the street,
unseasonably mild --,the ski shop's flag,at half-mast,
gibbous moon --,my daughter won't tell me,her secret,
writer's block --,mud,beneath the snowmelt,
black ice --,waiting to meet,with the boss,
nerves...,slamming the dumpster door,I hear a gun shot,
outdoor dining --,an adorable puppy,tied to a fence,
June --,Daddy's little girl,tosses the bouquet,
crowded train --,the intermittent flicker,of a fluorescent light,
crowded train --,imagining the inscription,on the back of her necklace,
gibbous moon --,an empty pint of ice cream,in the freezer,
morning rush --,rain streams down,scratched plexiglas,
tuesday morning --,I daydream I am,anywhere else,
new moon --,my daughter won't look me,in the eye,
new moon --,my daughter won't let me,see her face,
a new year,but I just can't be nice,to assholes,
swing and  a miss --,I buy,a five-dollar hot dog,
last days of summer --,patches of gray,in my five o'clock shadow,
last days of summer --,her tan lines,merge,
back to school --,my daughter passes,her pregnancy test,
sick day --,another 3 to 5,inches of snow,
waking from a deep sleep --,the conductor collects,all remaining tickets,
Turquoise Trail --,the Medicine Woman,double-wraps my purchase,
peering at her,from behind,his Wall Street Journal,he dreams,of mergers and acquisitions,
the recruiter calls --,a murder of crows,on the high tension wire,
leaving work late,a dim bulb,on the subway platform,
leaving work late,a shadow greets me,with obscenities,
north wind...,her voice,
Black Wednesday --,a homeless man sleeps,on a Wall Street Journal,
cool summer night --,I leave another voicemail,for my daughter,
hot and hazy --,the siren screams,through a red light,
cloudy night --,when did she become,my dog?,
Black Friday --,an ambulance arrives,at the Nursing Home,
overcast --,a beggar looks away,when I walk by,
train running late,I don't share,a stranger's umbrella,
dusk...,the cat's eyes,following,the dog,
years later,her Mother's Day flowers,still blossom,
last day on the job --,frost on both sides,of the windshield,
fresh snow --,the dog's nose disappears,into a footprint,
starless winter night --,all the Christmas lights,are gone,
solstice --,my son the Marine,complains of boredom,
overcast --,my son is too busy,to take my call,
Downtown Crossing --,a stranger asks,&quot;where will you spend eternity?&quot;,
March --,three bare trees,against a gray sky,
closing the storm windows --,the Red Sox win,the World Series,
twilight --,a pigeon roosts,on an old caboose,
continued cold --,the dog lies down,between us,

September sun --,the conductor's,faded tattoo,
Valentine's Day --,Cupid won't,shovel the sidewalk,
hunter's moon --,the dog's eyes,widen,
Wednesday --,an off taste,in my microwave lunch,
how thoughtful of the train,to give me so much time,to solve the master sudoku,
unseasonably mild --,the conversation shifts,to baseball,
storm clouds --,a red-tailed hawk,with a broken wing,
stepping over her nightgown into moonlight,
waiting for the train,a heavy drizzle,soaks my bones,
my granddaughter turns one --,a kitten,scatters crows,
late train --,a billboard asks,&quot;Do you have insomnia?&quot;,
July overcast --,the conductor announces,&quot;this is not a station stop&quot;,
crowded train --,my eyes loosen,the top button,of her blouse,
threat of showers --,I let her phone call,go to voicemail,
moonless night --,my favorite song playing,on a stranger's radio,
end of June --,a fly in what used to be,my daughter's bedroom,
New Year's Day --,all the snow,washed away by rain,
light rain --,my son's name,in the police blotter,
partly sunny --,the bell,of an approaching train,
downtown Charlotte --,the taxi cab's,check-engine light,
in the waiting room,three new boxes,of latex gloves,
Monday morning --,unable to find,the words,
May showers --,forty days,to my daughter's wedding,
midnight --,the tired groan,of a freight train,
low on toner --,the sound,of rain,
threat of frost an old girlfriend's phone number,
dirty snow --,another voicemail,from my ex-wife,
Wellesley rush hour --,two BMWs,lock horns,
thunder without rain --,she brushes her hair,as if nobody's watching,
(Port Huron) sunset --,a red balloon,floats into the sky,
mild October day --,a street sweeper stalls,outside Fenway,
new moon --,my son describes,his dream tattoo,
traffic snarled --,a throbbing,bass note,
love in the air --,an angel spitting out,watermelon seeds,
spring breeze --,the sound of children,playing baseball,
solstice --,my son's,first tattoo,
last day of September --,the wind shifts direction,from baseball to football,
my daughter's voicemail --,gibbous moon,behind the clouds,
three-day weekend --,I give the homeless man,my last dollar,
January --,a broken toy,in the snow bank,
Copley Square --,sparrows fight,over a gum wrapper,
hard frost --,acorns at the foot,of the old oak,
six days before the wedding the empty bookshelves in her room,
moonless night --,I can't remember,the color,of her eyes,
warm October night --,a 98 m.p.h. fastball,
bitter cold --,a man trims his nails,on the train,
Ferry Landing --,two gulls fight,over a cigarette butt,
equinox --,a lawyer faxes me,a copy of the Will,
total eclipse --,the dog,has all the blankets,
dirty snow --,my ex-wife,hangs up on me,
writer's block --,a rusty snow shovel,in the trash,
spring cleaning --,a moldy cigar,from my first wedding,
working late the smokestack empties into a cloud,
nearing fifty,I find myself,on my mother's charm bracelet,
gibbous moon --,my daughter won't tell me,her secret,
full moon --,I dance with an empty,bottle of wine,
dancing,with an empty,bottle of wine,-- full moon,
Santa Fe sunset --,yes I will have,another margarita,
Day of the Dead --,my son graduates,from The Academy,
July --,the refreshing breeze,of a passing freight train,
crowded train --,a stranger reads,my newspaper,
summer fog --,the recruiter's shiny new car,pulls up to the house,
was it something I said?,the conductor doesn't ask me,for my T pass,
daffodil shoots in the snow --,a lull in the conversation,
&quot;mission accomplished&quot;,the dog chases a squirrel,up a tree,
extra innings --,the dog groans,in its sleep,
Autumn wind --,a freight train,races by,
green light the angry music drives away,
Wellesley Square --,a jogging couple's,matching wool mittens,
tense words --,the dog's water bowl,frozen solid,
May Day! May Day!,our closer gives up,the tying run,
sleepless night --,the dog's breath,against my leg,
dirty snow --,my father-in-law's estate,in a spreadsheet,
restless night --,a distant,snow plow,
in the waiting room --,why am I the only one here,not wearing a suit?,
waiting for the train,a software engineer,plays air guitar,
longest day --,my son informs me,he's joined The Marines,
May frost --,a late-night call,from an unknown number,
morning coffee a patch of stubble the razor missed,
Florida gridlock --,turkey vultures,circle overhead,
light drizzle --,everyone watches me,run for the train,
full moon --,the dog doesn't care,if it's a bat or a bird,
crowded train --,her cleavage,stares back at me,
Armistice Day --,I rescue a moth,from a spider web,
running out of words to say a tree branch falls,
low tide --,seagulls squabble,over a beer can,
first date --,to order or not to order,a second beer,
late train --,I don't respond,to &quot;sir&quot;,
August chill --,a freight train,speeds by,
rain delay --,the rookie pitcher's,muddy spikes,
writer's block --,a reflection,in the train window,
September dog walk --,my breath,against my glasses,
full moon --,rabbit footprints,in the snow,
Independence Day --,she reminds me why,she's my ex-wife,
back to work --,a red squirrel taunts the dog,from a tall tree,
blue moon --,somebody's daughter's,too-tight jeans,
meeting an old friend,we trade complaints,about our kids,
first snow --,both daughters tell me,they're pregnant,
away on business --,a strand of her hair,on an old shirt,
January rain --,a new leak,in the basement,
outside Starbuck's,I remind myself,that tall equals small,
wind chill advisory --,a creditor's,neatly-typed letter,
windless night --,a cloud of gnats,all around me,
January rain --,we take down,the Christmas tree,
pot hole on Wall Street --,the bottom,nowhere in sight,
was it something I said?,tire tracks,in the flower bed,
more snow in the forecast --,a third cup of coffee,
April fool --,my naked lover,fast asleep,
ocean daydream --,shimmering waves,above the asphalt,
New Year's Eve --,the festive sound,of a snow plow,
summer drizzle --,sighing over old photographs,again,
hunter's moon --,the search,for a working pen,
my 401K...,at least the sun,still rises,
light drizzle,and still I don't huddle,under the bridge,
*Mexico City Blues*,Buddha's secret moonlight,in a dusty saloon,
The Ides of March --,my son won't return,my phone calls,
August rain --,my new granddaughter's,tiny fingers,
new moon --,an old friend marvels,at my gray hair,
full moon --,her long,blonde hair,
Sadie Hawkins Day --,shouldn't the dog,walk herself tonight?,
fog,the three-day weekend,ends,
trick or treat!,a little skeleton,is afraid of me,
train running late,I almost cheat,at solitaire,
maybe,after the clouds break --,a haiku,
maybe,after the clouds break --,the words that fail me,
Super Tuesday --,the dog,poops twice,
longest night --,the drip, drip, drip,of the ice dam,
late winter --,we invent new words,for snow,
back to work --,my password,in another time zone,
clouds over Cabo --,a gull drinks water,from the kiddie pool,
September chill --,a psychic reads,the Wall Street Journal,
new moon --,a basement light,in the vacant house,
staff meeting --,Monday morning quarterbacks,with Super hangovers,
March drizzle --,a long-distance phone call,from &quot;Caller ID Blocked&quot;,
late train --,I can smell,the couple's argument,
full moon --,my granddaughter touches,my silver hair,
autumn overcast --,nothing I want,is in these want ads,
crowded train --,her snake tattoo,scowls at me,
old country church --,an usher wipes the dust,from the collection box,
happy hour --,a regular,hugs his beer,
final debate --,a dog stalks,a fat squirrel,
soft rain --,I let the argument go,
soft rain --,another unreturned phone call,
the Dow drops --,I pick up a penny,from the sidewalk,
first frost --,a new patch of new gray,in the dog's muzzle,
the silence,that follows the snap!,of the mouse trap,
church bells,condemn,my hangover,
the Dow plunges --,the bitterness,of a 4-dollar latte,
Valentine's Day --,forget-me-nots,from what's-her-name,
Mother's Day --,a withered rose,in the produce section,
early train --,these college students,get younger every year,
dusk -- searching for the first firefly,
turning back the clock,I still feel old...,
the early train --,a sparrow hops,along the platform,
Election Day --,to shave,or not to shave?,
moonless night --,trying to remember ,the last time we made love,
spring at last!,we never did,rake the leaves,
Ground Hog Day —,nothing but,broken clouds,
melting snow -- another missed phone call,
waiting for the train,wilted peonies,in a wine bottle,
market watch --,dandelion seeds,in the air,
longest day --,the sign in big black letters reads:,lost cat,
November wind --,it's a good day,when you're still employed,
Wall Street headline --,full moon,in a starless sky,
snow in the forecast,I can't find,my Will,
gibbous moon --,the defending champions,go home,
gibbous moon --,the unblinking eyes,of a frightened dog,
winter rain --,a massive puddle,between here,and,there,
out of shape,I exercise,my right to vote,
Good Friday --,a dozen empty beer cans,in the shape of a cross,
rush hour --,the wail,of a harmonica,
New Year's Eve --,my one year-old granddaughter,staggers like I do,
safety first --,an extra lifeguard,at the nude beach,
twilight --,the hair on my arms,turning gray,
sunrise --,her fingers comb,her golden hair,
waiting for the alarm to ring the dog snores,
Super Bowl Sunday --,a quarterback sneak,to the liquor store,
the trees,almost bare --,fresh graffiti,
writer's block --,the summer's first,mosquito bite,
June --,the dog corners a snake,in the backyard,
crowded train --,her body language,foul,
full moon --,how it dances,in my glass of wine,

March drizzle --,why won't my son,call me back?,
single-digit temperatures --,my wife's phone number,on caller ID,
winter rain --,debating whether or not,to call my son,
Ground Hog Day --,a missed call,on my cell phone,
April 15th --,a soggy dog treat,in my pocket,
January thaw --,we crack open,the good wine,
dusting of snow --,an old photograph,at the bottom of the drawer,
ten years later,there is still,a blue horizon,
a skunky beer --,my favorite dive bar,without the cobwebs,
missing the train --,the bitterness,of a premium coffee,
dirty snow --,I open up,a rollover IRA,
across the ocean,my granddaughter turns two --,fair weather clouds,
far from Wall Street,the leaves,still fall,
hot summer night --,the dog's breath,against my leg,
November overcast --,I wish I hadn't asked her,about her day,
broken clouds --,the glimmer,of golden parachutes,
cicadas --,my new grandson's,tiny heartbeat,
broken clouds --,my portfolio,vanishes,
government bail-out --,an elephant stands,on a house of cards,
May showers --,I give my employer,two week's notice,
winter morning --,I turn away,from the sunlight,
warm April morning --,the dog rolls around,in freshly-planted grass seed,
Election Day --,the cactus,flowers,
snow turns to rain --,a reply to my text message,three days later,
the Dow plummets --,my axe blade,caught on a knot,
midnight --,how do I not reply to you,in a haiku?,
mixed precipitation --,an old friend calls to tell me,another friend has died,
fresh snow --,I hold the door,for the boss,
summer chill - -,she doesn't,recognize me,
bare trees --,the marquee says,my train is cancelled,
May Day --,deep in thought,I cut myself shaving,
waiting room --,nobody asks me,what I'm waiting for,
Redondo Beach --,a golden-haired Elvis,sings to the sea gulls,
sunny day --,the psychic,reads her horoscope,
April Fool --,my weary face,in the mirror,
first day of Spring --,the steamed windows,of a parked car,
Daylight Savings Time --,and yet I've lost,an hour...,
waiting for the train,a clamor,of Blackberries,
august,the red savinas,swelter,
melting snow -- my blood pressure soars,
heavy snow --,two pigeons fight,over a cigarette butt,
Columbus Day --,my &quot;short cut&quot;,a dead end,
morning haze -- an unmatched pair of socks,
mixed precipitation --,my daughter finds out,the sex of her baby,
crowded train --,I compare pedicures,
accelerate!,a fat gray squirrel,crosses the street,
was it something I said?,storm clouds break,just before sunset,
winter rain --,the dog's head,on my lap,
standing room only --,her hot pink,Red Sox cap,
an empty wine glass --,The Great Gig,in the Sky,
Friday --,the Salesman sings,&quot;Dream On&quot;,
full moon --,the dog sniffs,every shadow,
spring snow --,a typo,on my resume,
still November --,two Christmas cards,in the mail,
starry eyes --,I pretend to know,the constellations,
starless,I finally,feel Fall,
new moon --,is that sea gull,calling my name?,
freezing rain --,the ferry lists,back and forth,
dark clouds --,the thunderous cries,of crows,
November wind --,a pumpkin,without a face,
autumn,the bright red ink,in my portfolio,
March --,the high tension wires,whistle,
Easter Sunday --,a shooting star,over the nursing home,
Easter Sunday --,the doctor's,cold stethoscope,
Easter Sunday --,a broken clock,in the waiting room,
December night --,Venus and Jupiter,in the palm of my hand,
January rain --,the radio asks me,if I'm ready to retire,
waiting for the train,a blind man,sees through me,
snow flurries --,a new gray hair,in my beard,
was it something I said?,snowman,without a face,
new moon --,the same,old promises,
December rain --,my broken heart,
time to write...,the drip, drip, drip,of the bathroom sink,
cold winter night --,to delete or not to delete,that spam,
end of summer --,sparks from a cigarette,dancing at the curb,
summer gridlock --,an old blues standard,to a hip-hop beat,
rain delay --,the dog,paces,
last day of the year --,a box of munchkins,in an empty conference room,
leaves swirling,above the landfill --,&quot;thank you for recycling&quot;,
first day of spring --,my incredulous,ear muffs,
shooting star . . .,where the weeping willow,used to be,
broken beer bottle,where the weeping willow,used to be,
my grandson's eyes --,where the weeping willow,used to be,
a dog barks,where the weeping willow,used to be,
April wind --,a tattered flag,stiffens,
freshly plowed field --,the minstrel's beautiful,nightmare song,
April moon --,the dog's loud,contented yawn,
the Dow soars --,bare branches,hiss in the wind,
a deep sigh --,my toast falls,buttered-side up,
lonely night --,a crow flies,across the moon,
full moon --,I forget,everything else,
winter thaw --,autumn leaves,I never raked,
deep winter --,I forget the name,of the brightest star,
April overcast --,my son turns twenty,in Iraq,
Mardi Gras --,plastic beads,on a thrift-store mannequin,
June overcast --,television flickers,in the nursing home,
June overcast --,something scurrying,across the road,
June overcast --,a cross in the median,of a busy highway,
Veteran's Day --,another letter addressed,to Parris Island,
Veteran's Day --,the dog barks,at a falling leaf,
Veteran's Day --,a red strobe light,in her bedroom window,
Veteran's Day --,a fly trapped,behind the storm window,
Veteran's Day --,a bird's nest,in the tallest tree,
November --,walking the dog,the windshields glaze over,
New Year's Day --,vacuuming up the needles,from the Christmas tree,
October --,the wind shifts,from fan to humidifier,
last day of June --,moss on the north side,of a tombstone,
writer's block --,a field mouse,struggling in the trap,
writer's block --,flicking a moth,into the fire,
Sweet Sixteen --,a late season,snow shower,
moonrise --,the haiku,I can't seem to write,
frost warning --,the Red Sox season,comes to an end,
wolf moon --,the dog's,far-away eyes,
wolf moon --,the dog's eyes,far away,
longest night --,the echo,of my sigh,
total eclipse --,I forget,the question,
